scenario,run #,output dollar year,target station capacity (kg/day),target number of stations,one-way delivery distance (mile),electricity cost ($/kWh),diesel cost ($/gallon),electricity emission factor (kg CO2/kWh),diesel emission factor (kg CO2/gallon),hydrogen prod. emission factor (kg CO2-eq/kg),formic acid prod. emission factor (kg CO2-eq/kg),hydrogen purchase cost ($/kg),formic acid purchase cost ($/kg),formic acid production pathway,hydr. reaction temperature (K),hydr. reaction pressure (bar),hydr. reaction yield,hydr. reactor volume (m^3),number of hydr. reactors,hydr. catalyst amount (kg),hydr. catalyst cost ($/kg),hydr. catalyst lifetime (yr),hydr. reactor energy (unit TBD),hydr. separator energy (unit TBD),CO2 electrolyzer purchase cost ($/m^2),terminal formic acid storage amount (days),terminal compressed hydrogen storage amount (days),terminal liquid hydrogen storage amount (days),dehydr. reaction temperature (K),dehydr. reaction pressure (bar),dehydr. reaction yield,dehydr. reactor volume (m^3),number of dehydr. reactors,dehydr. catalyst amount (kg),dehydr. catalyst cost ($/kg),dehydr. catalyst lifetime (yr),dehydr. reactor energy (unit TBD),dehydr. gas/liquid separator energy (unit TBD),station formic acid storage amount (days),pathway,process,total levelized cost of hydrogen ($/kg H2)
Pd 4nm,12,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,321.0526315789474,21.84210526315789,0.9999,0.0135164835164835,1.0,1.7836459780219758,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,0.30940815950784856
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,0.005924589413032817
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,25.15566683953772
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,5.073315646192496
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,transport,0.9944972300879655
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,2.4809702422978375
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,production,0.31
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,2.5034941358787273
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,transport,0.877489096338476
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,4.788187050132452
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,production,0.31
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,1.8662260539119262
Pd 4nm,13,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,331.578947368421,21.84210526315789,0.9999,0.00619948519948519,1.0,0.8180890265122253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,0.30940815950784856
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,0.005924589413032817
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,25.15566683953772
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,5.075276422366467
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,transport,0.9944972300879655
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,2.4809702422978375
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,production,0.31
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,2.5034941358787273
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,transport,0.877489096338476
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,4.788187050132452
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,production,0.31
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,1.8662260539119262
Pd 4nm,14,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,342.1052631578947,21.84210526315789,0.9999,0.00297980397980397,1.0,0.39321731701811574,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,0.30940815950784856
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,0.005924589413032817
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,25.15566683953772
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,5.080433069033894
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,transport,0.9944972300879655
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,2.4809702422978375
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,production,0.31
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,2.5034941358787273
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,transport,0.877489096338476
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,4.788187050132452
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,production,0.31
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,1.8662260539119262
Pd 4nm,15,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,352.6315789473684,21.84210526315789,0.9999,0.0014999504999505,1.0,0.19793466793386794,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,0.30940815950784856
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,0.005924589413032817
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,25.15566683953772
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,5.087003930633981
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,transport,0.9944972300879655
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,2.4809702422978375
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,production,0.31
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,2.5034941358787273
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,transport,0.877489096338476
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,4.788187050132452
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,production,0.31
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,1.8662260539119262
Pd 4nm,16,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,363.1578947368421,21.84210526315789,0.9999,0.00078999378999379,1.0,0.10424821252261253,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,0.30940815950784856
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,0.005924589413032817
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,25.15566683953772
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,5.09420655502917
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,transport,0.9944972300879655
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,preconditioning,2.4809702422978375
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,production,0.31
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,reconditioning,2.5034941358787273
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,compressed hydrogen,transport,0.877489096338476
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,preconditioning,4.788187050132452
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,production,0.31
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,reconditioning,1.8662260539119262
Pd 4nm,17,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,373.6842105263158,21.84210526315789,0.9999,0.000423967923967923,1.0,0.05594714642114629,3500.0,1.0,0.0,0.0,1.0,liquid hydrogen,transport,0.30940815950784856
Pd 4nm,18,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,384.2105263157895,21.84210526315789,0.9999,0.000237986337986337,1.0,0.031404867549747424,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,preconditioning,0.005924589413032817
Pd 4nm,18,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,384.2105263157895,21.84210526315789,0.9999,0.000237986337986337,1.0,0.031404867549747424,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,production,25.15566683953772
Pd 4nm,18,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,0.25,1.0,384.2105263157895,21.84210526315789,0.9999,0.000237986337986337,1.0,0.031404867549747424,3500.0,1.0,0.0,0.0,1.0,LOHC - formic acid,reconditioning,5.101739900787708
